Rk,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,E+/-,SAtt.,Thru%
292,Zemgus Girgensons\girgeze01,24,BUF,C,71,696,744,48.3,1.0,528,592,47.1,-0.3,5.8,91.6,97.4,49.5,50.5,13:43,11:57,18,12,-1.6,168,67.3
293,Claude Giroux\giroucl01,30,PHI,C,81,1311,1160,53.1,5.5,988,860,53.5,5.5,11.7,90.9,102.6,45.3,54.7,20:24,16:01,33,44,9.8,357,53.2
294,Tanner Glass\glassta01,34,CGY,LW,16,133,129,50.8,-3.0,107,94,53.2,0.2,0.0,93.3,93.3,44.7,55.3,9:23,8:23,2,0,0.7,25,56.0
295,Luke Glendening\glendlu01,28,DET,RW,68,542,711,43.3,-7.5,439,490,47.3,-3.1,6.3,90.3,96.7,33.9,66.1,13:11,10:23,16,10,-6.3,121,71.9
296,Nikolay Goldobin\goldoni01,22,VAN,RW,37,408,422,49.2,2.4,307,322,48.8,1.5,8.0,88.0,96.0,58.9,41.1,12:18,11:21,9,12,-5.0,93,52.7
297,Alex Goligoski\goligal01,32,ARI,D,77,1383,1617,46.1,-2.6,1008,1219,45.3,-1.8,7.1,90.5,97.6,44.6,55.4,23:15,19:18,15,66,-11.7,274,42.3
298,Barclay Goodrow\goodrba01,24,SJS,RW,47,451,438,50.7,1.3,326,303,51.8,1.5,10.3,88.3,98.7,47.5,52.5,10:53,9:51,20,9,3.6,102,55.9
299,Josh Gorges\gorgejo01,33,BUF,D,33,316,401,44.1,-5.6,244,307,44.3,-4.9,6.4,93.2,99.6,42.6,57.4,14:56,12:59,3,7,-3.7,33,42.4
300,Shayne Gostisbehere\gostish01,24,PHI,D,77,1310,1238,51.4,3.2,979,904,52.0,3.4,9.7,91.3,101.1,57.2,42.8,21:27,17:41,23,51,6.7,443,49.4
301,Tyrell Goulbourne\goulbty01,24,PHI,LW,9,42,48,46.7,-3.1,32,35,47.8,-3.2,4.3,85.0,89.3,54.8,45.2,5:35,5:35,1,0,-0.6,5,40.0
302,Yanni Gourde\gourdya01,26,TBL,C,80,1046,964,52.0,0.6,765,735,51.0,-0.5,11.5,93.5,105.0,44.7,55.3,16:10,13:08,49,35,3.3,236,56.4
303,Michael Grabner\grabnmi01,30,TOT,RW,79,887,1089,44.9,-2.7,683,814,45.6,-2.5,8.7,93.9,102.7,46.1,53.9,14:50,12:39,45,33,-1.7,260,64.2
304,Markus Granlund\granlma01,24,VAN,C,53,554,651,46.0,-2.8,407,504,44.7,-3.9,5.1,92.4,97.5,38.2,61.8,16:15,12:43,22,8,-9.2,149,62.4
305,Mikael Granlund\granlmi01,25,MIN,RW,76,1026,1024,50.0,4.1,789,758,51.0,3.9,10.2,91.3,101.5,43.0,57.0,18:48,14:22,32,34,16.5,330,57.9
306,Derek Grant\grantde01,27,ANA,C,64,556,634,46.7,-0.5,420,484,46.5,-0.8,9.0,93.0,102.0,49.1,50.9,11:08,9:40,17,13,-4.0,109,57.8
307,Tyler Graovac\graovty01,24,WSH,C,5,14,41,25.5,-27.5,10,36,21.7,-28.8,0.0,88.0,88.0,26.7,73.3,6:44,6:36,3,0,-1.7,2,50.0
308,Kevin Gravel\graveke01,25,LAK,D,16,201,209,49.0,-6.9,147,152,49.2,-4.4,5.9,91.8,97.7,53.0,47.0,14:02,13:09,0,7,0.0,45,44.4
309,Mike Green\greenmi03,32,DET,D,66,1139,1244,47.8,-1.2,873,937,48.2,-1.2,6.8,91.9,98.7,54.4,45.6,22:05,19:35,29,68,-6.3,279,47.3
310,Andy Greene\greenan01,35,NJD,D,80,1210,1502,44.6,-5.9,933,1116,45.5,-5.4,8.1,91.6,99.7,38.0,62.0,21:08,17:40,24,37,-0.4,195,47.2
311,Jordan Greenway\greenjo02,20,MIN,LW,5,36,48,42.9,-4.8,28,30,48.3,2.5,0.0,90.5,90.5,57.1,42.9,10:57,10:43,1,2,0.3,4,75.0
312,A.J. Greer\greeraj01,21,COL,LW,17,85,128,39.9,-4.3,66,99,40.0,-3.8,7.7,97.2,104.9,50.7,49.3,7:24,7:14,3,2,-1.5,20,65.0
313,Seth Griffith\griffse01,25,BUF,C,21,162,164,49.7,2.0,113,127,47.1,-0.2,2.4,91.9,94.4,63.9,36.1,10:34,9:54,2,6,-2.1,21,71.4
314,Rocco Grimaldi\grimaro01,24,COL,C,6,47,80,37.0,-5.6,35,57,38.0,-1.6,18.5,87.8,106.3,34.4,65.6,9:39,9:30,5,3,-0.3,9,77.8
315,Eric Gryba\grybaer01,29,EDM,D,21,305,248,55.2,1.7,227,179,55.9,2.5,9.1,89.7,98.9,57.5,42.5,14:47,13:10,9,11,0.1,57,33.3
316,Matt Grzelcyk\grzelma01,24,BOS,D,60,916,755,54.8,2.3,697,554,55.7,3.2,8.5,94.7,103.2,54.1,45.9,16:48,15:33,26,24,9.5,176,46.6
317,Radko Gudas\gudasra01,27,PHI,D,69,1019,952,51.7,2.6,764,686,52.7,3.2,6.9,91.1,98.0,46.9,53.1,17:06,15:02,6,49,6.0,254,54.7
318,Erik Gudbranson\gudbrer01,26,VAN,D,52,658,840,43.9,-6.0,486,640,43.2,-7.1,6.1,93.8,100.0,42.8,57.2,18:25,15:50,5,28,-11.6,129,41.1
319,Jake Guentzel\guentja01,23,PIT,C,81,1280,1080,54.2,2.7,972,817,54.3,1.8,6.6,90.4,97.0,62.4,37.6,16:32,14:28,36,18,5.3,295,58.0
320,Brendan Guhle\guhlebr01,20,BUF,D,16,245,246,49.9,3.5,192,207,48.1,1.4,7.5,91.3,98.8,50.3,49.7,17:55,16:23,1,7,-0.5,59,54.2
321,Carl Gunnarsson\gunnaca01,31,STL,D,63,779,885,46.8,-6.3,608,604,50.2,-3.8,8.8,94.7,103.5,41.4,58.6,16:10,14:52,7,22,0.8,109,54.1
322,Erik Gustafsson\gustaer02,25,CHI,D,33,670,531,55.8,6.6,482,390,55.3,7.7,9.4,89.2,98.6,58.4,41.6,18:30,17:02,11,19,5.2,129,53.5
323,Henrik Haapala\haapahe01,23,FLA,LW,5,54,72,42.9,-4.9,42,55,43.3,-5.8,3.1,97.7,100.9,47.1,52.9,13:42,11:54,0,4,-1.3,3,100.0
324,Carl Hagelin\hagelca01,29,PIT,LW,80,1093,935,53.9,2.1,831,695,54.5,1.8,7.6,92.1,99.7,52.4,47.6,15:59,13:20,46,25,12.6,253,65.6
325,Robert Hagg\haggro01,22,PHI,D,70,964,1194,44.7,-6.9,724,892,44.8,-6.8,9.7,92.7,102.4,41.0,59.0,18:08,16:20,8,36,-6.6,182,48.9
326,Ron Hainsey\hainsro01,36,TOR,D,79,1316,1484,47.0,-4.4,991,1148,46.3,-3.5,10.0,92.3,102.3,40.1,59.9,21:52,17:36,17,85,-5.3,189,38.6
327,Micheal Haley\haleymi01,31,FLA,LW,74,459,530,46.4,-3.5,359,398,47.4,-3.3,5.6,91.1,96.7,56.6,43.4,7:44,7:36,8,14,-6.0,83,66.3
328,Taylor Hall\hallta02,26,NJD,LW,76,1240,1158,51.7,5.0,958,893,51.8,4.1,10.6,90.5,101.1,57.3,42.7,19:07,15:58,81,69,12.2,459,60.3
329,Dan Hamhuis\hamhuda01,35,DAL,D,78,1243,1197,50.9,-0.8,894,831,51.8,0.3,8.9,90.2,99.1,40.0,60.0,20:16,17:17,13,28,3.7,161,41.0
330,Dougie Hamilton\hamildo01,24,CGY,D,81,1796,1328,57.5,6.7,1341,1033,56.5,5.6,8.0,90.4,98.4,53.4,46.6,21:37,18:25,31,71,15.9,505,53.5
331,Freddie Hamilton\hamilfr01,26,TOT,C,16,125,128,49.4,-1.7,94,96,49.5,-0.2,3.1,95.6,98.7,44.3,55.7,8:59,8:39,2,5,-1.8,22,54.5
332,Travis Hamonic\hamontr01,27,CGY,D,74,1308,1261,50.9,-3.7,974,950,50.6,-3.7,6.7,91.8,98.5,49.9,50.1,20:42,17:47,28,46,-3.2,261,41.0
333,Noah Hanifin\hanifno01,21,CAR,D,78,1453,1120,56.5,2.8,1073,875,55.1,2.5,6.6,89.1,95.8,62.9,37.1,18:51,16:57,50,56,12.2,339,48.4
334,Joel Hanley\hanlejo01,26,ARI,D,4,39,48,44.8,2.7,32,34,48.5,6.8,15.0,92.0,107.0,65.0,35.0,10:45,10:45,0,0,-0.8,5,20.0
335,Markus Hannikainen\hannima01,24,CBJ,LW,32,203,245,45.3,-3.9,155,188,45.2,-5.0,5.8,94.2,100.0,45.7,54.3,8:17,7:40,10,4,-1.0,50,62.0
336,Jannik Hansen\hanseja01,31,SJS,RW,46,518,503,50.7,-0.6,382,361,51.4,0.4,10.0,91.2,101.2,49.5,50.5,12:02,11:12,25,27,-4.3,99,54.5
337,Martin Hanzal\hanzama01,30,DAL,C,38,338,372,47.6,-4.3,240,256,48.4,-4.2,6.1,87.0,93.1,33.7,66.3,14:07,10:43,10,10,-2.9,115,53.9
338,Ben Harpur\harpube01,23,OTT,D,40,497,584,46.0,-3.5,349,433,44.6,-5.5,4.3,89.8,94.1,38.9,61.1,15:03,13:20,8,19,-6.3,68,38.2
339,Scott Harrington\harrisc01,24,CBJ,D,31,315,406,43.7,-7.6,236,298,44.2,-8.1,8.6,92.7,101.3,52.3,47.7,13:08,12:23,7,3,-6.7,51,52.9
340,Ryan Hartman\hartmry01,23,TOT,RW/LW,77,1006,885,53.2,0.1,709,655,52.0,0.2,7.6,91.7,99.3,56.8,43.2,13:04,12:05,25,20,-1.5,246,52.4
341,Scott Hartnell\hartnsc01,35,NSH,LW,61,632,612,50.8,-1.5,464,454,50.5,-1.8,7.8,92.2,100.0,50.8,49.2,11:59,10:47,14,25,-4.1,132,62.1
342,Garnet Hathaway\hathaga01,26,CGY,RW,58,636,561,53.1,-0.9,483,410,54.1,0.6,7.1,91.8,99.0,54.3,45.7,11:32,10:18,16,17,5.0,115,55.7
343,Erik Haula\haulaer01,26,VEG,LW,75,1098,1062,50.8,-0.9,793,792,50.0,-1.9,9.6,89.1,98.6,54.5,45.5,17:23,14:15,44,36,3.1,297,58.2
344,John Hayden\haydejo01,22,CHI,RW,47,414,456,47.6,-6.4,301,325,48.1,-3.6,7.3,91.3,98.6,44.8,55.2,10:49,9:44,18,8,-1.9,99,56.6
345,Jimmy Hayes\hayesji01,28,NJD,RW,32,257,335,43.4,-6.1,191,238,44.5,-4.4,8.3,93.3,101.6,44.1,55.9,11:58,10:23,15,7,-1.7,63,58.7
346,Kevin Hayes\hayeske01,25,NYR,RW,75,939,1106,45.9,-0.6,730,842,46.4,0.0,9.0,92.1,101.2,42.8,57.2,17:25,14:01,52,63,-3.7,265,64.2
347,Dillon Heatherington\heathdi01,22,DAL,D,5,46,48,48.9,-5.0,38,33,53.5,-0.8,12.5,100.0,112.5,33.3,66.7,11:47,11:21,0,1,-0.2,8,62.5
348,Victor Hedman\hedmavi01,27,TBL,D,75,1547,1404,52.4,0.7,1165,1080,51.9,0.4,10.0,92.9,102.9,54.0,46.0,25:49,19:43,45,65,4.8,433,48.7
349,Tim Heed\heedti01,27,SJS,D,29,421,331,56.0,4.3,292,231,55.8,3.8,7.6,90.0,97.6,63.0,37.0,16:01,12:58,15,21,5.6,127,40.2
350,Danton Heinen\heineda01,22,BOS,C,75,946,801,54.1,1.6,711,594,54.5,1.8,9.2,92.4,101.6,52.7,47.3,15:07,12:43,41,26,9.7,221,57.9
351,Darren Helm\helmda01,31,DET,LW,74,844,972,46.5,-3.2,657,721,47.7,-2.5,7.4,92.7,100.1,41.6,58.4,15:33,13:23,37,33,-9.3,221,63.8
352,Ales Hemsky\hemskal01,34,MTL,RW,7,46,47,49.5,-3.2,33,35,48.5,-3.6,0.0,95.5,95.5,59.5,40.5,9:55,6:58,1,3,-0.8,10,50.0
353,Matt Hendricks\hendrma01,36,WPG,LW,60,410,411,49.9,-1.1,312,297,51.2,-0.2,8.4,91.2,99.6,39.1,60.9,9:25,7:22,16,12,0.0,87,64.4
354,Adam Henrique\henriad01,27,TOT,C,79,1019,1104,48.0,-0.7,771,818,48.5,-0.2,9.6,93.4,103.0,45.2,54.8,17:50,13:39,40,29,-8.2,256,56.6
355,Tomas Hertl\hertlto01,24,SJS,C,78,1188,1109,51.7,0.5,845,756,52.8,0.8,8.7,90.0,98.7,48.8,51.2,18:07,13:59,60,43,2.7,328,53.0
356,Joe Hicketts\hickejo01,21,DET,D,5,62,67,48.1,0.9,43,45,48.9,-0.3,15.2,97.1,112.2,58.5,41.5,17:21,13:23,1,5,0.3,15,13.3
357,Thomas Hickey\hicketh01,28,NYI,D,68,1040,1136,47.8,0.5,757,855,47.0,0.7,10.1,93.5,103.6,44.5,55.5,18:05,15:42,13,60,-4.8,209,41.1
358,Matthew Highmore\highmma01,21,CHI,LW,13,149,140,51.6,3.0,108,98,52.4,4.9,5.1,88.4,93.5,49.4,50.6,12:09,11:13,1,4,0.9,43,62.8
359,Blake Hillman\hillmbl01,22,CHI,D,2,19,38,33.3,-17.6,14,23,37.8,-11.7,0.0,88.2,88.2,33.3,66.7,18:03,16:58,0,0,-0.7,5,40.0
360,Vinnie Hinostroza\hinosvi01,23,CHI,LW,48,696,575,54.8,2.3,477,413,53.6,2.6,7.6,92.7,100.3,50.9,49.1,13:49,12:19,26,15,4.6,177,46.9
361,Nico Hischier\hischni01,19,NJD,C,81,1110,1097,50.3,2.7,858,852,50.2,1.7,10.7,90.9,101.6,60.2,39.8,16:20,13:35,56,26,5.8,285,62.1
362,Niklas Hjalmarsson\hjalmni01,30,ARI,D,48,755,847,47.1,-4.1,543,595,47.7,-1.2,7.7,92.7,100.4,44.2,55.8,20:42,17:49,16,37,-1.8,84,38.1
363,Joshua Ho-Sang\hosanjo01,22,NYI,RW,22,228,257,47.0,-3.4,174,198,46.8,-3.1,9.9,88.5,98.4,54.2,45.8,14:17,12:01,10,23,-2.8,35,51.4
364,Mike Hoffman\hoffmmi02,28,OTT,LW,80,1232,1257,49.5,3.0,912,942,49.2,2.1,9.0,89.4,98.3,54.7,45.3,18:26,15:15,51,66,-8.4,442,57.2
365,Nick Holden\holdeni01,30,TOT,D,72,1058,1180,47.3,-1.0,799,880,47.6,-1.5,9.1,90.6,99.8,41.7,58.3,19:04,16:35,26,39,-0.8,189,42.3
366,Justin Holl\hollju01,26,TOR,D,2,49,34,59.0,1.1,36,25,59.0,0.5,17.9,100.0,117.9,40.0,60.0,17:22,16:06,0,1,0.6,4,50.0
367,Peter Holland\hollape01,27,NYR,C,23,195,299,39.5,-8.4,152,232,39.6,-9.3,3.4,90.6,94.0,42.5,57.5,12:24,11:03,7,11,-7.8,46,65.2
368,Philip Holm\holmph01,26,VAN,D,1,17,18,48.6,-1.4,16,14,53.3,4.2,0.0,80.0,80.0,57.1,42.9,15:12,15:12,0,1,-0.3,1,0.0
369,Korbinian Holzer\holzeko01,29,ANA,D,16,122,174,41.2,-2.8,95,126,43.0,-2.1,5.5,92.0,97.5,53.8,46.2,11:37,10:40,1,9,-0.8,18,55.6
370,Julius Honka\honkaju01,22,DAL,D,40,467,414,53.0,3.8,335,290,53.6,4.1,6.1,93.1,99.1,55.9,44.1,13:06,11:41,2,18,1.9,99,41.4
371,Patric Hornqvist\hornqpa01,31,PIT,RW,69,1044,889,54.0,1.4,810,657,55.2,1.9,8.0,90.4,98.4,56.8,43.2,17:17,13:43,24,13,18.5,373,65.7
372,Bo Horvat\horvabo01,22,VAN,C,63,905,933,49.2,2.0,655,688,48.8,1.6,10.7,90.0,100.7,49.0,51.0,19:21,15:04,22,25,0.6,248,62.5
373,Marek Hrivik\hrivima01,26,CGY,LW,3,23,24,48.9,-2.9,18,15,54.5,4.3,8.3,100.0,108.3,33.3,66.7,8:30,8:24,1,4,0.0,5,40.0
374,Jonathan Huberdeau\huberjo01,24,FLA,LW,80,1341,1214,52.5,4.2,1031,922,52.8,3.6,9.4,89.6,98.9,47.2,52.8,19:13,15:35,53,88,6.8,334,59.6
375,Charles Hudon\hudonch01,23,MTL,LW,72,929,861,51.9,1.8,647,614,51.3,1.2,7.0,90.5,97.4,51.8,48.2,14:02,12:22,37,25,1.7,286,62.6
376,Brad Hunt\huntbr01,29,VEG,D,44,571,525,52.1,0.0,435,409,51.5,-0.5,7.4,91.5,98.9,57.7,42.3,16:32,13:59,21,11,0.7,155,51.6
377,Dryden Hunt\huntdr01,22,FLA,LW,11,101,103,49.5,-3.3,80,80,50.0,-3.9,0.0,91.8,91.8,50.0,50.0,10:34,10:31,3,4,-1.4,23,52.2
378,Matt Hunwick\hunwima01,32,PIT,D,42,604,637,48.7,-4.4,451,490,47.9,-5.9,7.6,91.2,98.8,49.4,50.6,17:31,15:15,14,20,1.5,105,49.5
379,Ben Hutton\huttobe01,24,VAN,D,60,828,855,49.2,2.4,608,676,47.4,0.3,6.3,91.8,98.1,51.9,48.1,18:27,15:50,24,41,-5.9,202,50.0
380,Tomas Hyka\hykato01,24,VEG,RW,10,98,93,51.3,1.6,71,77,48.0,0.7,7.1,96.4,103.5,60.3,39.7,12:03,10:14,5,4,2.1,20,75.0
381,Zach Hyman\hymanza01,25,TOR,C,81,1204,1204,50.0,-0.2,881,920,48.9,0.0,11.0,92.8,103.8,48.1,51.9,17:23,14:27,35,30,4.0,235,62.6
382,Alex Iafallo\iafalal01,24,LAK,C,75,1027,932,52.4,3.0,740,689,51.8,2.4,9.1,92.0,101.0,47.6,52.4,15:06,14:09,24,23,2.8,233,55.4
383,Matt Irwin\irwinma01,30,NSH,D,49,593,574,50.8,-0.1,439,425,50.8,0.3,8.4,93.1,101.4,50.1,49.9,13:20,12:43,10,16,-4.1,145,42.8
384,Jaromir Jagr\jagrja01,45,CGY,RW,22,260,238,52.2,0.6,186,183,50.4,-1.0,8.9,95.5,104.4,62.9,37.1,13:03,11:28,11,12,2.6,53,60.4
385,Mark Jankowski\jankoma01,23,CGY,C,71,836,804,51.0,-3.6,616,580,51.5,-2.8,6.1,91.5,97.6,59.2,40.8,13:19,11:25,32,20,0.9,203,54.2
386,Mattias Janmark\janmama02,25,DAL,C,79,1035,1039,49.9,-2.2,757,771,49.5,-2.9,6.9,90.1,97.0,53.2,46.8,16:59,14:01,31,33,-0.8,223,59.2
387,Calle Jarnkrok\jarnkca01,26,NSH,C,68,790,861,47.8,-4.4,591,635,48.2,-4.0,10.0,95.1,105.2,44.5,55.5,15:53,12:56,22,10,-4.6,184,57.1
388,Christian Jaros\jarosch01,21,OTT,D,2,10,11,47.6,1.2,8,8,50.0,-2.1,0.0,100.0,100.0,66.7,33.3,7:58,7:58,0,0,0.4,2,0.0
389,Dmitrij Jaskin\jaskidm01,24,STL,RW,74,825,748,52.4,0.9,608,523,53.8,1.2,7.6,92.7,100.4,41.4,58.6,12:22,11:51,35,17,1.4,202,57.9
390,Boone Jenner\jennebo01,24,CBJ,C,74,958,1109,46.3,-6.5,738,787,48.4,-5.0,8.5,92.7,101.2,41.5,58.5,16:27,14:10,34,16,-4.3,303,60.1
391,Nick Jensen\jenseni02,27,DET,D,80,1014,971,51.1,3.2,769,735,51.1,2.5,6.8,91.1,97.9,48.3,51.7,16:11,14:11,24,52,-1.8,192,54.7
392,Jakub Jerabek\jerabja01,26,TOT,D,35,543,554,49.5,1.8,395,405,49.4,1.1,7.8,92.7,100.4,54.0,46.0,16:19,15:58,4,32,2.0,73,43.8
393,Ryan Johansen\johanry01,25,NSH,C,78,1222,1089,52.9,1.9,913,842,52.0,0.7,9.6,92.3,101.9,54.2,45.8,18:36,14:31,45,41,-5.1,208,61.1
394,Marcus Johansson\johanma03,27,NJD,LW,29,336,360,48.3,-1.3,258,275,48.4,-2.5,6.0,89.3,95.2,51.9,48.1,15:60,13:01,15,21,-0.3,69,60.9
395,Stephen Johns\johnsst03,25,DAL,D,75,1017,1002,50.4,-2.4,721,684,51.3,-1.3,8.1,92.5,100.6,46.7,53.3,17:33,14:42,25,44,1.1,249,48.6
396,Erik Johnson\johnser01,29,COL,D,62,1127,1248,47.5,-0.1,844,925,47.7,1.2,9.6,91.3,100.9,47.0,53.0,25:26,19:56,41,39,-1.4,291,57.7
397,Jack Johnson\johnsja02,31,CBJ,D,76,1178,1299,47.6,-5.7,899,948,48.7,-5.8,7.9,91.6,99.5,44.3,55.7,19:30,17:18,20,22,-11.1,172,50.6
398,Tyler Johnson\johnsty01,27,TBL,C,79,1032,1047,49.6,-2.8,806,785,50.7,-1.1,8.4,92.9,101.3,50.7,49.3,17:01,13:10,38,22,-1.5,308,59.7
399,Andreas Johnsson\johnsan01,23,TOR,LW,9,95,70,57.6,5.9,76,51,59.8,9.3,5.4,86.8,92.2,36.4,63.6,11:42,9:42,4,5,2.0,27,70.4
400,Ross Johnston\johnsro02,23,NYI,LW,24,153,220,41.0,-5.7,109,165,39.8,-7.5,10.3,91.7,102.1,32.8,67.2,9:20,9:17,7,2,-1.9,31,61.3
401,Jussi Jokinen\jokinju01,34,TOT,LW,59,584,556,51.2,-0.1,421,399,51.3,-0.6,6.4,93.8,100.2,46.6,53.4,11:35,10:01,18,16,-0.3,137,52.6
402,Seth Jones\jonesse01,23,CBJ,D,78,1659,1408,54.1,4.4,1283,1044,55.1,4.6,7.3,92.4,99.7,58.6,41.4,24:36,20:02,67,55,8.4,485,51.3
403,Josh Jooris\joorijo01,27,TOT,RW,39,313,307,50.5,-3.2,235,227,50.9,-2.2,4.0,90.6,94.6,47.0,53.0,9:44,8:45,10,3,1.4,80,62.5
404,Jacob Josefson\josefja01,26,BUF,C,39,235,393,37.4,-12.6,179,293,37.9,-12.0,4.4,95.1,99.5,28.8,71.2,11:23,9:42,7,8,-7.0,62,56.5
405,Roman Josi\josiro01,27,NSH,D,74,1538,1370,52.9,3.5,1137,1018,52.8,3.5,9.4,92.5,101.9,51.2,48.8,24:32,18:34,29,58,4.9,451,55.9
406,Tyson Jost\jostty01,19,COL,C,64,646,769,45.7,-2.3,452,556,44.8,-2.7,6.5,92.8,99.3,50.4,49.6,14:37,11:43,21,10,-5.3,189,58.2
407,Tomas Jurco\jurcoto01,25,CHI,LW,29,368,347,51.5,1.5,261,247,51.4,2.3,6.7,94.0,100.7,44.1,55.9,12:37,12:13,9,6,2.7,85,52.9
408,Noah Juulsen\juulsno01,20,MTL,D,22,318,362,46.8,-1.7,223,276,44.7,-2.7,8.2,94.5,102.7,47.1,52.9,19:29,16:49,6,22,-4.3,64,48.4
409,Nazem Kadri\kadrina01,27,TOR,C,79,1177,1221,49.1,-1.5,870,953,47.7,-1.7,8.8,92.5,101.3,41.3,58.7,16:46,14:36,41,47,-1.1,361,58.2
410,Vladislav Kamenev\kamenvl01,21,COL,C,3,12,21,36.4,-14.1,9,18,33.3,-16.4,0.0,87.5,87.5,75.0,25.0,8:49,8:48,0,1,-1.1,1,100.0
411,David Kampf\kampfda01,23,CHI,C,44,498,469,51.5,-1.2,354,330,51.8,0.9,5.9,89.2,95.2,45.8,54.2,12:42,11:09,12,8,-0.9,84,53.6
412,Steven Kampfer\kampfst01,29,NYR,D,22,295,398,42.6,-5.4,226,291,43.7,-5.3,4.9,93.4,98.3,40.3,59.7,17:13,15:17,6,11,-0.6,52,59.6
413,Evander Kane\kaneev01,26,TOT,LW,77,1289,1213,51.5,5.2,1005,922,52.2,5.8,7.3,90.6,97.9,58.0,42.0,19:33,16:17,40,49,9.8,484,62.8
414,Patrick Kane\kanepa01,29,CHI,RW,80,1455,1301,52.8,0.0,1038,1002,50.9,-0.5,8.0,89.3,97.4,64.9,35.1,20:14,16:40,46,32,0.4,489,57.1
415,Kasperi Kapanen\kapanka01,21,TOR,RW,37,341,339,50.1,-0.5,263,259,50.4,0.8,5.4,93.4,98.8,33.3,66.7,11:16,10:05,12,6,2.8,85,62.4
416,Erik Karlsson\karlser01,27,OTT,D,71,1598,1508,51.4,6.4,1166,1130,50.8,5.3,8.8,88.1,96.9,55.1,44.9,26:44,21:52,55,86,-3.9,423,46.3
417,Melker Karlsson\karlsme01,27,SJS,C,71,729,866,45.7,-6.8,506,621,44.9,-8.7,7.4,92.3,99.7,43.1,56.9,13:15,11:44,24,22,-6.0,142,53.5
418,William Karlsson\karlswi01,25,VEG,C,81,1255,1069,54.0,4.0,943,798,54.2,4.2,11.7,93.2,104.9,51.6,48.4,18:45,14:26,77,45,8.6,320,57.5
419,Ondrej Kase\kaseon01,22,ANA,RW,64,823,734,52.9,4.3,620,560,52.5,3.9,9.0,94.4,103.4,54.2,45.8,13:58,12:34,29,30,3.5,233,60.5
420,Zack Kassian\kassiza01,27,EDM,RW,73,668,707,48.6,-3.7,486,525,48.1,-4.9,6.4,91.6,97.9,46.8,53.2,11:40,10:02,26,32,-5.6,143,60.1
421,Duncan Keith\keithdu01,34,CHI,D,80,1693,1516,52.8,-0.1,1190,1154,50.8,-0.8,6.6,90.7,97.3,60.8,39.2,23:57,18:53,34,72,-2.0,372,50.0
422,Clayton Keller\kellecl01,19,ARI,LW,81,1190,1234,49.1,1.3,878,949,48.1,1.7,9.0,90.7,99.6,59.1,40.9,18:01,14:47,41,47,-1.6,376,55.1
423,Chris Kelly\kellych01,37,ANA,C,12,55,85,39.3,-9.4,37,64,36.6,-12.4,16.7,92.2,108.8,60.0,40.0,7:40,7:02,0,1,-2.1,10,50.0
424,Adrian Kempe\kempead01,21,LAK,LW,80,907,984,48.0,-2.6,678,766,47.0,-3.7,9.5,94.4,103.9,68.3,31.7,13:20,12:05,26,30,-5.7,211,55.9
425,Mario Kempe\kempema01,29,ARI,RW,18,146,170,46.2,-2.8,109,126,46.4,-1.4,7.0,92.9,99.9,46.2,53.8,11:05,10:22,3,3,0.0,29,69.0
426,Michal Kempny\kempnmi01,27,TOT,D,52,833,792,51.3,0.1,581,557,51.1,0.3,8.8,93.0,101.8,51.8,48.2,15:54,15:07,9,41,1.7,163,49.7
427,Nicolas Kerdiles\kerdini01,24,ANA,LW,2,5,10,33.3,-10.5,3,7,30.0,-15.4,0.0,100.0,100.0,62.5,37.5,3:45,3:29,0,0,-0.2,1,0.0
428,Alexander Kerfoot\kerfoal01,23,COL,C,78,764,828,48.0,1.0,561,616,47.7,1.2,9.2,91.9,101.1,54.5,45.5,13:27,10:55,29,24,-4.9,136,59.6
429,Tanner Kero\kerota01,25,CHI,RW,8,67,85,44.1,-5.9,50,58,46.3,0.1,10.8,93.8,104.6,44.0,56.0,11:26,9:08,3,5,-0.4,10,70.0
430,Ryan Kesler\keslery01,33,ANA,C,42,574,652,46.8,-4.4,441,471,48.4,-2.8,6.9,91.6,98.6,37.8,62.2,18:01,14:22,13,21,-0.5,134,56.7
431,Phil Kessel\kesseph01,30,PIT,RW,81,1251,1170,51.7,-1.0,977,894,52.2,-1.2,9.4,89.5,98.9,64.8,35.2,18:42,14:53,26,58,7.2,446,58.1
432,Jujhar Khaira\khairju01,23,EDM,LW,68,672,667,50.2,-0.7,499,493,50.3,-1.1,7.2,90.8,98.0,49.3,50.7,12:43,10:47,25,32,-6.4,155,45.8
433,Alex Killorn\killoal01,28,TBL,LW,80,999,832,54.6,3.9,759,632,54.6,4.1,10.5,91.8,102.3,53.8,46.2,16:30,11:54,31,32,5.6,265,55.5
434,Oscar Klefbom\klefbos01,24,EDM,D,66,1267,1143,52.6,1.7,952,835,53.3,1.9,7.8,89.1,96.8,53.3,46.7,22:50,17:34,27,43,5.8,399,50.9
435,Morgan Klimchuk\klimcmo01,22,CGY,LW,1,7,5,58.3,7.8,7,5,58.3,8.3,0.0,100.0,100.0,71.4,28.6,7:25,7:25,1,0,-0.5,1,0.0
436,John Klingberg\klingjo01,25,DAL,D,80,1627,1401,53.7,3.7,1180,1067,52.5,1.4,9.2,92.0,101.2,54.6,45.4,24:03,19:14,30,90,19.4,407,48.9
